140  x  141
┌─────────┬──────┬──────┬─────────┬────────┬────────┐
│ (index) │  id  │ line │ foundAt │ length │ number │
  length: 3,
  number: 698,
  foundGearAt: '26,67'
}
Left:  .
false
Right:  .
false
look around 772
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 914
Above:  .....
false
Below:  .&...
true
Left:  .
false
Right:  .
false
look around 223
Above:  .....
false
Below:  .*...
true
26 {
  id: 225,
  line: 25,
  foundAt: 132,
  length: 3,
  number: 223,
  foundGearAt: '26,132'
}
Left:  .
false
Right:  .
false
look around 960
Above:  .....
false
Below:  ...*.
true
27 {
  id: 226,
  line: 26,
  foundAt: 11,
  length: 3,
  number: 960,
  foundGearAt: '27,13'
}
Left:  .
false
Right:  .
false
look around 80
Above:  .*..
true
{
  id: 227,
  line: 26,
  foundAt: 40,
  length: 2,
  number: 80,
  foundGearAt: '25,40'
}
Below:  ....
false
Left:  .
false
Right:  .
false
look around 456
Above:  .....
false
Below:  ...*.
true
27 {
  id: 228,
  line: 26,
  foundAt: 55,
  length: 3,
  number: 456,
  foundGearAt: '27,57'
}
Left:  .
false
Right:  .
false
look around 824
Above:  ...*.
true
{
  id: 229,
  line: 26,
  foundAt: 60,
  length: 3,
  number: 824,
  foundGearAt: '25,62'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 138
Above:  ..*..
true
{
  id: 230,
  line: 26,
  foundAt: 71,
  length: 3,
  number: 138,
  foundGearAt: '25,72'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 939
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 362
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  *
true
look around 488
Above:  .....
false
Below:  @....
true
Left:  .
false
Right:  .
false
look around 572
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 663
Above:  .....
false
Below:  .*...
true
27 {
  id: 235,
  line: 26,
  foundAt: 116,
  length: 3,
  number: 663,
  foundGearAt: '27,116'
}
Left:  .
false
Right:  .
false
look around 645
Above:  ...*.
true
{
  id: 236,
  line: 27,
  foundAt: 17,
  length: 3,
  number: 645,
  foundGearAt: '26,19'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 12
Above:  ....
false
Below:  ....
false
Left:  %
true
Right:  .
false
look around 692
Above:  .*...
true
{
  id: 238,
  line: 27,
  foundAt: 67,
  length: 3,
  number: 692,
  foundGearAt: '26,67'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 922
Above:  .....
false
Below:  ..*..
true
28 {
  id: 239,
  line: 27,
  foundAt: 85,
  length: 3,
  number: 922,
  foundGearAt: '28,86'
}
Left:  .
false
Right:  .
false
look around 902
Above:  *....
true
{
  id: 240,
  line: 27,
  foundAt: 93,
  length: 3,
  number: 902,
  foundGearAt: '26,92'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 27
Above:  ....
false
Below:  ....
false
Left:  .
false
Right:  .
false
look around 542
Above:  ....*
true
{
  id: 242,
  line: 27,
  foundAt: 129,
  length: 3,
  number: 542,
  foundGearAt: '26,132'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 792
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 242
Above:  +....
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 702
Above:  ..*..
true
{
  id: 245,
  line: 28,
  foundAt: 12,
  length: 3,
  number: 702,
  foundGearAt: '27,13'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 256
Above:  .....
false
Below:  &....
true
Left:  .
false
Right:  .
false
look around 668
Above:  .....
false
Below:  ..*..
true
29 {
  id: 247,
  line: 28,
  foundAt: 29,
  length: 3,
  number: 668,
  foundGearAt: '29,30'
}
Left:  .
false
Right:  .
false
look around 613
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  *
true
look around 479
Above:  .....
false
Below:  .....
false
Left:  *
true
Right:  .
false
look around 329
Above:  ..*..
true
{
  id: 250,
  line: 28,
  foundAt: 56,
  length: 3,
  number: 329,
  foundGearAt: '27,57'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 134
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  #
true
look around 545
Above:  .....
false
Below:  .....
false
Left:  *
true
Right:  .
false
look around 375
Above:  ....*
true
{
  id: 253,
  line: 28,
  foundAt: 113,
  length: 3,
  number: 375,
  foundGearAt: '27,116'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 298
Above:  .....
false
Below:  ...*.
true
30 {
  id: 254,
  line: 29,
  foundAt: 71,
  length: 3,
  number: 298,
  foundGearAt: '30,73'
}
Left:  .
false
Right:  .
false
look around 696
Above:  ....*
true
{
  id: 255,
  line: 29,
  foundAt: 83,
  length: 3,
  number: 696,
  foundGearAt: '28,86'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 844
Above:  ....*
true
{
  id: 256,
  line: 29,
  foundAt: 103,
  length: 3,
  number: 844,
  foundGearAt: '28,106'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 184
Above:  .....
false
Below:  ....*
true
30 {
  id: 257,
  line: 29,
  foundAt: 132,
  length: 3,
  number: 184,
  foundGearAt: '30,135'
}
Left:  .
false
Right:  .
false
look around 886
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  =
true
look around 129
Above:  ...*.
true
{
  id: 259,
  line: 30,
  foundAt: 28,
  length: 3,
  number: 129,
  foundGearAt: '29,30'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 187
Above:  .....
false
Below:  *....
true
31 {
  id: 260,
  line: 30,
  foundAt: 35,
  length: 3,
  number: 187,
  foundGearAt: '31,34'
}
Left:  .
false
Right:  .
false
look around 850
Above:  &....
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 358
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 130
Above:  .....
false
Below:  *....
true
31 {
  id: 263,
  line: 30,
  foundAt: 95,
  length: 3,
  number: 130,
  foundGearAt: '31,94'
}
Left:  .
false
Right:  .
false
look around 500
Above:  ..=..
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 54
Above:  ....
false
Below:  ....
false
Left:  *
true
Right:  .
false
look around 112
Above:  .....
false
Below:  ..*..
true
32 {
  id: 266,
  line: 31,
  foundAt: 18,
  length: 3,
  number: 112,
  foundGearAt: '32,19'
}
Left:  .
false
Right:  .
false
look around 791
Above:  ..*..
true
{
  id: 267,
  line: 31,
  foundAt: 49,
  length: 3,
  number: 791,
  foundGearAt: '30,50'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 215
Above:  ...&.
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 787
Above:  .....
false
Below:  ...*.
true
32 {
  id: 269,
  line: 31,
  foundAt: 60,
  length: 3,
  number: 787,
  foundGearAt: '32,62'
}
Left:  .
false
Right:  .
false
look around 437
Above:  ..*..
true
{
  id: 270,
  line: 31,
  foundAt: 72,
  length: 3,
  number: 437,
  foundGearAt: '30,73'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 889
Above:  .....
false
Below:  ....*
true
32 {
  id: 271,
  line: 31,
  foundAt: 77,
  length: 3,
  number: 889,
  foundGearAt: '32,80'
}
Left:  .
false
Right:  .
false
look around 584
Above:  .....
false
Below:  $....
true
Left:  .
false
Right:  .
false
look around 226
Above:  .....
false
Below:  .....
false
Left:  /
true
Right:  .
false
look around 366
Above:  ....@
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 483
Above:  ....*
true
{
  id: 275,
  line: 31,
  foundAt: 132,
  length: 3,
  number: 483,
  foundGearAt: '30,135'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 47
Above:  ....
false
Below:  .*..
true
33 {
  id: 276,
  line: 32,
  foundAt: 7,
  length: 2,
  number: 47,
  foundGearAt: '33,7'
}
Left:  .
false
Right:  .
false
look around 826
Above:  .....
false
Below:  ....*
true
33 {
  id: 277,
  line: 32,
  foundAt: 24,
  length: 3,
  number: 826,
  foundGearAt: '33,27'
}
Left:  .
false
Right:  .
false
look around 500
Above:  .....
false
Below:  *....
true
33 {
  id: 278,
  line: 32,
  foundAt: 28,
  length: 3,
  number: 500,
  foundGearAt: '33,27'
}
Left:  .
false
Right:  .
false
look around 48
Above:  ..*.
true
{
  id: 279,
  line: 32,
  foundAt: 33,
  length: 2,
  number: 48,
  foundGearAt: '31,34'
}
Below:  ....
false
Left:  .
false
Right:  .
false
look around 665
Above:  .....
false
Below:  ..*..
true
33 {
  id: 280,
  line: 32,
  foundAt: 41,
  length: 3,
  number: 665,
  foundGearAt: '33,42'
}
Left:  .
false
Right:  .
false
look around 377
Above:  .....
false
Below:  .*...
true
33 {
  id: 281,
  line: 32,
  foundAt: 82,
  length: 3,
  number: 377,
  foundGearAt: '33,82'
}
Left:  .
false
Right:  .
false
look around 49
Above:  ..*.
true
{
  id: 282,
  line: 32,
  foundAt: 93,
  length: 2,
  number: 49,
  foundGearAt: '31,94'
}
Below:  ....
false
Left:  .
false
Right:  .
false
look around 196
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 815
Above:  ..*..
true
{
  id: 284,
  line: 33,
  foundAt: 18,
  length: 3,
  number: 815,
  foundGearAt: '32,19'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 571
Above:  ...*.
true
{
  id: 285,
  line: 33,
  foundAt: 60,
  length: 3,
  number: 571,
  foundGearAt: '32,62'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 297
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  *
true
look around 153
Above:  ...*.
true
{
  id: 287,
  line: 33,
  foundAt: 78,
  length: 3,
  number: 153,
  foundGearAt: '32,80'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 416
Above:  ...#.
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 73
Above:  ....
false
Below:  ....
false
Left:  .
false
Right:  .
false
look around 126
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 111
Above:  .....
false
Below:  .*...
true
34 {
  id: 291,
  line: 33,
  foundAt: 132,
  length: 3,
  number: 111,
  foundGearAt: '34,132'
}
Left:  .
false
Right:  .
false
look around 164
Above:  .*...
true
{
  id: 292,
  line: 34,
  foundAt: 7,
  length: 3,
  number: 164,
  foundGearAt: '33,7'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 547
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  #
true
look around 69
Above:  .*..
true
{
  id: 294,
  line: 34,
  foundAt: 42,
  length: 2,
  number: 69,
  foundGearAt: '33,42'
}
Below:  ....
false
Left:  .
false
Right:  .
false
look around 503
Above:  ....*
true
{
  id: 295,
  line: 34,
  foundAt: 45,
  length: 3,
  number: 503,
  foundGearAt: '33,48'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 743
Above:  *....
true
{
  id: 296,
  line: 34,
  foundAt: 49,
  length: 3,
  number: 743,
  foundGearAt: '33,48'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 108
Above:  .....
false
Below:  ...*.
true
35 {
  id: 297,
  line: 34,
  foundAt: 64,
  length: 3,
  number: 108,
  foundGearAt: '35,66'
}
Left:  .
false
Right:  .
false
look around 22
Above:  .*..
true
{
  id: 298,
  line: 34,
  foundAt: 82,
  length: 2,
  number: 22,
  foundGearAt: '33,82'
}
Below:  ....
false
Left:  .
false
Right:  .
false
look around 70
Above:  ....
false
Below:  ....
false
Left:  /
true
Right:  .
false
look around 36
Above:  ....
false
Below:  +...
true
Left:  .
false
Right:  .
false
look around 470
Above:  +....
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 516
Above:  .....
false
Below:  %....
true
Left:  .
false
Right:  .
false
look around 634
Above:  .....
false
Below:  ..-..
true
Left:  .
false
Right:  .
false
look around 357
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 275
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 592
Above:  .....
false
Below:  ...*.
true
36 {
  id: 306,
  line: 35,
  foundAt: 115,
  length: 3,
  number: 592,
  foundGearAt: '36,117'
}
Left:  .
false
Right:  .
false
look around 52
Above:  ....
false
Below:  .*..
true
36 {
  id: 307,
  line: 35,
  foundAt: 129,
  length: 2,
  number: 52,
  foundGearAt: '36,129'
}
Left:  .
false
Right:  .
false
look around 204
Above:  .*...
true
{
  id: 308,
  line: 35,
  foundAt: 132,
  length: 3,
  number: 204,
  foundGearAt: '34,132'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 943
Above:  .....
false
Below:  .....
false
Left:  #
true
Right:  .
false
look around 843
Above:  .....
false
Below:  ...*.
true
37 {
  id: 310,
  line: 36,
  foundAt: 12,
  length: 3,
  number: 843,
  foundGearAt: '37,14'
}
Left:  .
false
Right:  .
false
look around 544
Above:  .....
false
Below:  ...*.
true
37 {
  id: 311,
  line: 36,
  foundAt: 27,
  length: 3,
  number: 544,
  foundGearAt: '37,29'
}
Left:  .
false
Right:  .
false
look around 96
Above:  ....
false
Below:  ....
false
Left:  .
false
Right:  *
true
look around 139
Above:  .....
false
Below:  .....
false
Left:  *
true
Right:  .
false
look around 640
Above:  ....&
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 694
Above:  ....*
true
{
  id: 315,
  line: 36,
  foundAt: 63,
  length: 3,
  number: 694,
  foundGearAt: '35,66'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 558
Above:  .....
false
Below:  .*...
true
37 {
  id: 316,
  line: 36,
  foundAt: 92,
  length: 3,
  number: 558,
  foundGearAt: '37,92'
}
Left:  .
false
Right:  .
false
look around 104
Above:  ....
false
Below:  ....
false
Left:  .
false
look around 731
Above:  .....
false
Below:  /....
true
Left:  .
false
Right:  .
false
look around 382
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 557
Above:  .....
false
Below:  .....
false
Left:  %
true
Right:  .
false
look around 857
Above:  @....
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 716
Above:  ....*
true
{
  id: 322,
  line: 37,
  foundAt: 114,
  length: 3,
  number: 716,
  foundGearAt: '36,117'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 638
Above:  .....
false
Below:  ..*..
true
38 {
  id: 323,
  line: 37,
  foundAt: 119,
  length: 3,
  number: 638,
  foundGearAt: '38,120'
}
Left:  .
false
Right:  .
false
look around 165
Above:  .....
false
Below:  .....
false
Left:  /
true
Right:  .
false
look around 338
Above:  *....
true
{
  id: 325,
  line: 37,
  foundAt: 130,
  length: 3,
  number: 338,
  foundGearAt: '36,129'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 926
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 342
Above:  ..*..
true
{
  id: 327,
  line: 38,
  foundAt: 13,
  length: 3,
  number: 342,
  foundGearAt: '37,14'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 861
Above:  .*...
true
{
  id: 328,
  line: 38,
  foundAt: 29,
  length: 3,
  number: 861,
  foundGearAt: '37,29'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 768
Above:  .../.
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 569
Above:  *....
true
{
  id: 330,
  line: 38,
  foundAt: 93,
  length: 3,
  number: 569,
  foundGearAt: '37,92'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 192
Above:  -....
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 272
Above:  .....
false
Below:  ....*
true
40 {
  id: 332,
  line: 39,
  foundAt: 2,
  length: 3,
  number: 272,
  foundGearAt: '40,5'
}
Left:  .
false
Right:  .
false
look around 500
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 784
Above:  /....
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 558
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 38
Above:  ....
false
Below:  ...*
true
40 {
  id: 336,
  line: 39,
  foundAt: 59,
  length: 2,
  number: 38,
  foundGearAt: '40,61'
}
Left:  .
false
Right:  .
false
look around 786
Above:  ..#..
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 238
Above:  .....
false
Below:  .*...
true
40 {
  id: 338,
  line: 39,
  foundAt: 79,
  length: 3,
  number: 238,
  foundGearAt: '40,79'
}
Left:  .
false
Right:  .
false
look around 932
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  %
true
look around 827
Above:  .....
false
Below:  *....
true
40 {
  id: 340,
  line: 39,
  foundAt: 107,
  length: 3,
  number: 827,
  foundGearAt: '40,106'
}
Left:  .
false
Right:  .
false
look around 841
Above:  .....
false
Below:  ....%
true
Left:  .
false
Right:  .
false
look around 76
Above:  ....
false
Below:  ...*
true
40 {
  id: 342,
  line: 39,
  foundAt: 129,
  length: 2,
  number: 76,
  foundGearAt: '40,131'
}
Left:  .
false
Right:  .
false
look around 25
Above:  ....
false
Below:  ....
false
Left:  *
true
Right:  .
false
look around 780
Above:  .....
false
Below:  .$...
true
Left:  .
false
Right:  .
false
look around 74
Above:  ....
false
Below:  ..+.
true
Left:  .
false
Right:  .
false
look around 457
Above:  ....*
true
{
  id: 346,
  line: 40,
  foundAt: 32,
  length: 3,
  number: 457,
  foundGearAt: '39,35'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 806
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 53
Above:  ../.
true
Below:  ....
false
Left:  .
false
Right:  .
false
look around 99
Above:  ....
false
Below:  ...*
true
42 {
  id: 349,
  line: 41,
  foundAt: 2,
  length: 2,
  number: 99,
  foundGearAt: '42,4'
}
Left:  .
false
Right:  .
false
look around 697
Above:  ....=
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 601
Above:  ...%.
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 757
Above:  ..%..
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 600
Above:  .....
false
Below:  .&...
true
Left:  .
false
Right:  .
false
look around 751
Above:  ...*.
true
{
  id: 354,
  line: 41,
  foundAt: 59,
  length: 3,
  number: 751,
  foundGearAt: '40,61'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 801
Above:  .&...
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 795
Above:  .*...
true
{
  id: 356,
  line: 41,
  foundAt: 79,
  length: 3,
  number: 795,
  foundGearAt: '40,79'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 998
Above:  .....
false
Below:  *....
true
42 {
  id: 357,
  line: 41,
  foundAt: 84,
  length: 3,
  number: 998,
  foundGearAt: '42,83'
}
Left:  .
false
Right:  .
false
look around 362
Above:  .+...
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 431
Above:  ..*..
true
{
  id: 359,
  line: 41,
  foundAt: 105,
  length: 3,
  number: 431,
  foundGearAt: '40,106'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 797
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 860
Above:  .*...
true
{
  id: 361,
  line: 41,
  foundAt: 131,
  length: 3,
  number: 860,
  foundGearAt: '40,131'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 50
Above:  ....
false
Below:  @...
true
Left:  .
false
Right:  .
false
look around 579
Above:  .....
false
Below:  ...+.
true
Left:  .
false
Right:  .
false
look around 878
Above:  .....
false
Below:  ./...
true
Left:  .
false
Right:  .
false
look around 586
Above:  .....
false
Below:  ...$.
true
Left:  .
false
Right:  .
false
look around 587
Above:  .....
false
Below:  ...*.
true
43 {
  id: 366,
  line: 42,
  foundAt: 96,
  length: 3,
  number: 587,
  foundGearAt: '43,98'
}
Left:  .
false
Right:  .
false
look around 216
Above:  .....
false
Below:  .#...
true
Left:  .
false
Right:  .
false
look around 321
Above:  ....&
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 783
Above:  .....
false
Below:  ...*.
true
43 {
  id: 369,
  line: 42,
  foundAt: 117,
  length: 3,
  number: 783,
  foundGearAt: '43,119'
}
Left:  .
false
Right:  .
false
look around 859
Above:  ..*..
true
{
  id: 370,
  line: 43,
  foundAt: 3,
  length: 3,
  number: 859,
  foundGearAt: '42,4'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 317
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  /
true
look around 34
Above:  ...-
true
Below:  ....
false
Left:  .
false
Right:  .
false
look around 499
Above:  .....
false
Below:  ....*
true
44 {
  id: 373,
  line: 43,
  foundAt: 55,
  length: 3,
  number: 499,
  foundGearAt: '44,58'
}
Left:  .
false
Right:  .
false
look around 904
Above:  .....
false
Below:  ....*
true
44 {
  id: 374,
  line: 43,
  foundAt: 63,
  length: 3,
  number: 904,
  foundGearAt: '44,66'
}
Left:  .
false
Right:  .
false
look around 991
Above:  .....
false
Below:  *....
true
44 {
  id: 375,
  line: 43,
  foundAt: 67,
  length: 3,
  number: 991,
  foundGearAt: '44,66'
}
Left:  .
false
Right:  .
false
look around 938
Above:  ..*..
true
{
  id: 376,
  line: 43,
  foundAt: 82,
  length: 3,
  number: 938,
  foundGearAt: '42,83'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 337
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  @
true
look around 130
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  *
true
look around 312
Above:  ....
false
Below:  ....
false
Left:  *
true
look around 707
Above:  .....
false
Below:  ....*
true
45 {
  id: 380,
  line: 44,
  foundAt: 12,
  length: 3,
  number: 707,
  foundGearAt: '45,15'
}
Left:  .
false
Right:  .
false
look around 266
Above:  .....
false
Below:  *....
true
45 {
  id: 381,
  line: 44,
  foundAt: 16,
  length: 3,
  number: 266,
  foundGearAt: '45,15'
}
Left:  .
false
Right:  .
false
look around 156
Above:  .....
false
Below:  ...*.
true
45 {
  id: 382,
  line: 44,
  foundAt: 40,
  length: 3,
  number: 156,
  foundGearAt: '45,42'
}
Left:  .
false
Right:  .
false
look around 9
Above:  ...
false
Below:  *..
true
45 {
  id: 383,
  line: 44,
  foundAt: 45,
  length: 1,
  number: 9,
  foundGearAt: '45,44'
}
Left:  .
false
Right:  .
false
look around 880
Above:  ..*..
true
{
  id: 384,
  line: 44,
  foundAt: 97,
  length: 3,
  number: 880,
  foundGearAt: '43,98'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 787
Above:  .....
false
Below:  *....
true
45 {
  id: 385,
  line: 44,
  foundAt: 107,
  length: 3,
  number: 787,
  foundGearAt: '45,106'
}
Left:  .
false
Right:  .
false
look around 102
Above:  .*...
true
{
  id: 386,
  line: 44,
  foundAt: 119,
  length: 3,
  number: 102,
  foundGearAt: '43,119'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 938
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  *
true
look around 743
Above:  .....
false
Below:  .....
false
Left:  *
true
Right:  .
false
look around 195
Above:  *....
true
{
  id: 389,
  line: 45,
  foundAt: 59,
  length: 3,
  number: 195,
  foundGearAt: '44,58'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 425
Above:  .....
false
Below:  .*...
true
46 {
  id: 390,
  line: 45,
  foundAt: 71,
  length: 3,
  number: 425,
  foundGearAt: '46,71'
}
Left:  .
false
Right:  .
false
look around 869
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  *
true
look around 448
Above:  .....
false
Below:  ....*
true
46 {
  id: 392,
  line: 45,
  foundAt: 93,
  length: 3,
  number: 448,
  foundGearAt: '46,96'
}
Left:  .
false
Right:  .
false
look around 73
Above:  ....
false
Below:  ....
false
Left:  .
false
Right:  .
false
look around 689
Above:  .....
false
Below:  ....*
true
46 {
  id: 394,
  line: 45,
  foundAt: 115,
  length: 3,
  number: 689,
  foundGearAt: '46,118'
}
Left:  .
false
Right:  .
false
look around 48
Above:  ....
false
Below:  &...
true
Left:  .
false
Right:  .
false
look around 469
Above:  .....
false
Below:  ....*
true
46 {
  id: 396,
  line: 45,
  foundAt: 127,
  length: 3,
  number: 469,
  foundGearAt: '46,130'
}
Left:  .
false
Right:  .
false
look around 568
Above:  ....*
true
{
  id: 397,
  line: 46,
  foundAt: 6,
  length: 3,
  number: 568,
  foundGearAt: '45,9'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 164
Above:  *....
true
{
  id: 398,
  line: 46,
  foundAt: 10,
  length: 3,
  number: 164,
  foundGearAt: '45,9'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 938
Above:  .....
false
Below:  ....*
true
47 {
  id: 399,
  line: 46,
  foundAt: 17,
  length: 3,
  number: 938,
  foundGearAt: '47,20'
}
Left:  .
false
Right:  .
false
look around 964
Above:  .*...
true
{
  id: 400,
  line: 46,
  foundAt: 44,
  length: 3,
  number: 964,
  foundGearAt: '45,44'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 899
Above:  .....
false
Below:  .-...
true
Left:  .
false
Right:  .
false
look around 641
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 930
Above:  .....
false
Below:  ..*..
true
47 {
  id: 403,
  line: 46,
  foundAt: 80,
  length: 3,
  number: 930,
  foundGearAt: '47,81'
}
Left:  .
false
Right:  .
false
look around 891
Above:  .....
false
Below:  ....+
true
Left:  .
false
Right:  .
false
look around 104
Above:  *....
true
{
  id: 405,
  line: 46,
  foundAt: 107,
  length: 3,
  number: 104,
  foundGearAt: '45,106'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 719
Above:  .....
false
Below:  .....
false
Left:  *
true
Right:  .
false
look around 381
Above:  .....
false
Below:  ..%..
true
Left:  .
false
Right:  .
false
look around 36
Above:  ....
false
Below:  ....
false
Left:  .
false
Right:  .
false
look around 749
Above:  ..*..
true
{
  id: 409,
  line: 47,
  foundAt: 70,
  length: 3,
  number: 749,
  foundGearAt: '46,71'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 744
Above:  .....
false
Below:  .+...
true
Left:  .
false
Right:  .
false
look around 659
Above:  .....
false
Below:  ....$
true
Left:  .
false
Right:  .
false
look around 935
Above:  ...*.
true
{
  id: 412,
  line: 47,
  foundAt: 94,
  length: 3,
  number: 935,
  foundGearAt: '46,96'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 694
Above:  .*...
true
{
  id: 413,
  line: 47,
  foundAt: 118,
  length: 3,
  number: 694,
  foundGearAt: '46,118'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 370
Above:  .....
false
Below:  ...*.
true
48 {
  id: 414,
  line: 47,
  foundAt: 126,
  length: 3,
  number: 370,
  foundGearAt: '48,128'
}
Left:  .
false
Right:  .
false
look around 174
Above:  .....
false
Below:  .*...
true
49 {
  id: 415,
  line: 48,
  foundAt: 8,
  length: 3,
  number: 174,
  foundGearAt: '49,8'
}
Left:  .
false
Right:  .
false
look around 460
Above:  ..*..
true
{
  id: 416,
  line: 48,
  foundAt: 19,
  length: 3,
  number: 460,
  foundGearAt: '47,20'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 435
Above:  ...#.
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 893
Above:  ....+
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 500
Above:  *....
true
{
  id: 419,
  line: 48,
  foundAt: 82,
  length: 3,
  number: 500,
  foundGearAt: '47,81'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 397
Above:  .....
false
Below:  .%...
true
Left:  .
false
Right:  .
false
look around 549
Above:  .....
false
Below:  ..=..
true
Left:  .
false
Right:  .
false
look around 677
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 981
Above:  .....
false
Below:  ..*..
true
50 {
  id: 423,
  line: 49,
  foundAt: 4,
  length: 3,
